0.338,0,0.647119
0.339,0,0.665638
0.34,0,0.650206
0.341,0,0.575103
0.342,0,0.632716
0.343,0,0.639918
0.344,0,0.606996
0.345,0,0.626543
0.346,0,0.669753
0.347,0,0.610082
0.348,0,0.59465
0.349,0,0.646091
0.35,0,0.645062
0.351,0,0.680041
0.352,0,0.685185
0.353,0,0.608025
0.354,0,0.705761
0.355,0,0.639918
0.356,0,0.685185
0.357,0,0.639918
0.358,0,0.616255
0.359,0,0.618313
0.36,0,0.522634
0.361,0,0.585391
0.362,0,0.604938
0.363,0,0.645062
0.364,0,0.630658
0.365,0,0.657407
0.366,0,0.650206
0.367,0,0.609053
0.368,0,0.599794
0.369,0,0.608025
0.37,0,0.541152
0.371,0,0.630658
0.372,0,0.614198
0.373,0,0.555556
0.374,0,0.5607
0.375,0,0.579218
0.376,0,0.580247
0.377,0,0.664609
0.378,0,0.665638
0.379,0,0.566872
0.38,0,0.572016
0.381,0,0.664609
0.382,0,0.58642
0.383,0,0.544239
0.384,0,0.622428
0.385,0,0.583333
0.386,0,0.640947
0.387,0,0.647119
0.388,0,0.644033
0.389,0,0.573045
0.39,0,0.647119
0.391,0,0.638889
0.392,0,0.652263
0.393,0,0.591564
0.394,0,0.572016
0.395,0,0.631687
0.396,0,0.538066
0.397,0,0.564815
0.398,0,0.600823
0.399,0,0.658436
0.4,0,0.588477
0.401,0,0.484568
0.402,0,0.480453
0.403,0,0.59465
0.404,0,0.542181
0.405,0,0.677984
0.406,0,0.627572
0.407,0,0.574074
0.408,0,0.576132
0.409,0,0.546296
0.41,0,0.591564
0.411,0,0.634774
0.412,0,0.563786
0.413,0,0.57716
0.414,0,0.633745
0.415,0,0.373457
0.416,0,0.590535
0.417,0,0.337449
0.418,0,0.556584
0.419,0,0.381687
0.42,0,0.605967
0.421,0,0.537037
0.422,0,0.507202
0.423,0,0.0997942
0.424,0,0.565844
0.425,0,0.469136
0.426,0,0.442387
0.427,0,0.159465
0.428,0,0.245885
0.429,0,0.510288
0.43,0,0.0576132
0.431,0,0.50823
0.432,0,0.531893
0.433,0,0.43107
0.434,0,0.0246914
0.435,0,0.136831
0.436,0,0.0555556
0.437,0,0.0853909
0.438,0,0.0452675
0.439,0,0.149177
0.44,0,0.190329
0.441,0,0.063786
0.442,0,0.309671
0.443,0,0.0545267
0.444,0,0.337449
0.445,0,0.0154321
0.446,0,0.0483539
0.447,0,0.0987654
0.448,0,0.201646
0.449,0,0.0339506
0.45,0,0.0874486
0.451,0,0.119342
0.452,0,0.110082
0.453,0,0.150206
0.454,0,0.0823045
0.455,0,0.0720165
0.456,0,0.227366
0.457,0,0.0524691
0.458,0,0.0658436
0.459,0,0.0771605
0.46,0,0.0864198
0.461,0,0.0442387
0.462,0,0.132716
0.463,0,0.058642
0.464,0,0.0576132
0.465,0,0.0617284
0.466,0,0.0102881
0.467,0,0.179012
0.468,0,0.0298354
0.469,0,0.12037
0.47,0,0.0462963
0.471,0,0.0308642
0.472,0,0.0545267
0.473,0,0
0.474,0,0.058642
0.475,0,0.0236626
0.476,0,0.0102881
0.477,0,0
0.478,0,0.0658436
0.479,0,0.031893
0.48,0,0.0144033
0.481,0,0.0504115
0.482,0,0.0781893
0.483,0,0.026749
0.484,0,0
0.485,0,0.0216049
0.486,0,0.0411523
0.487,0,0
0.488,0,0.0504115
0.489,0,0.0154321
0.49,0,0.0205761
0.491,0,0.0308642
0.492,0,0.0123457
0.493,0,0.0133745
0.494,0,0.0113169
0.495,0,0.0246914
0.496,0,0.0216049
0.497,0,0.0102881
0.498,0,0.0257202
0.499,0,0.0164609
0.5,0,0.0565844
0.501,0,0.0555556
0.502,0,0.0462963
0.503,0,0
0.504,0,0.0174897
0.505,0,0.0113169
0.506,0,0.00617284
0.507,0,0
0.508,0,0
0.509,0,0.0473251
0.51,0,0
0.511,0,0.0185185
0.512,0,0.031893
0.513,0,0
0.514,0,0.0205761
0.515,0,0.0123457
0.516,0,0.00925926
0.517,0,0.0133745
0.518,0,0.0226337
0.519,0,0
0.52,0,0.0277778
0.521,0,0
0.522,0,0.0277778
0.523,0,0.0462963
0.524,0,0
0.525,0,0
0.526,0,0.0709877
0.527,0,0
0.528,0,0.0298354
0.529,0,0.0133745
0.53,0,0
0.531,0,0.0925926
0.532,0,0.0565844
0.533,0,0.0113169
0.534,0,0.0133745
0.535,0,0.0123457
0.536,0,0.0236626
0.537,0,0.0133745
0.538,0,0.0534979
